question_id,question_correct_rate,question_avg_response_time,question_response_time_std,question_interaction_count,difficulty_encoded,response_time_log,topic_Classification & Modeling,topic_Clustering & Unsupervised,topic_Data & Features,topic_Misc / Tools,topic_Rules & Patterns,topic_unknown,difficulty_x_topic_Classification & Modeling,difficulty_x_topic_Clustering & Unsupervised,difficulty_x_topic_Data & Features,difficulty_x_topic_Misc / Tools,difficulty_x_topic_Rules & Patterns,difficulty_x_topic_unknown,correct
11,0.8836658726759392,-0.8740654801664903,-0.6658099877571334,0.044705529144561655,0,-0.5936985154902521,0,0,0,1,0,0,0,0,0,0,0,0,1
18,-2.4343978230082954,1.0177194408864998,0.4521127441273781,-0.14529296971982605,2,1.309799003524921,0,1,0,0,0,0,0,2,0,0,0,0,0
3,0.7835082455194236,-0.5362768529714969,-0.898957350657006,0.23470402800894935,0,-0.2808600449322061,0,0,0,1,0,0,0,0,0,0,0,0,1
49,-2.8306517767246246,0.7355700264671651,0.5936632702315654,1.754692018924051,2,1.032730917254674,0,0,1,0,0,0,0,0,2,0,0,0,0
38,-1.7965354299615945,1.4952750914331256,0.8465973008691576,-0.7152884663129891,2,1.6368048454185473,0,0,1,0,0,0,0,0,2,0,0,0,0
16,0.21959235036825592,1.2561008669520632,0.5017135098894712,-1.6652809606349277,0,1.0824913836992358,0,0,1,0,0,0,0,0,0,0,0,0,1
49,-2.8306517767246246,0.7355700264671651,0.5936632702315654,1.754692018924051,2,0.9666909489882315,0,0,1,0,0,0,0,0,2,0,0,0,0
58,0.3112484123582404,-0.13923291907309093,-0.3105121175681538,0.044705529144561655,0,0.5777708194510838,1,0,0,0,0,0,0,0,0,0,0,0,0
50,0.41095822980262053,-0.23896483537564048,-0.5632507939667125,-1.2852839629061523,0,-0.31175794261894346,1,0,0,0,0,0,0,0,0,0,0,0,1
56,-2.7501337051038597,0.7573538710448432,1.1620503577838586,-0.14529296971982605,2,0.9982634760035823,1,0,0,0,0,0,2,0,0,0,0,0,0
100,0.749518392531599,-1.006279002020887,-1.2034575986084581,-1.2852839629061523,0,-1.2624542426218952,1,0,0,0,0,0,0,0,0,0,0,0,1
80,0.6764769010612613,-0.7904715800807489,-1.5618805353693874,-1.8552794594993154,0,-0.6025651883970645,0,1,0,0,0,0,0,0,0,0,0,0,0
75,-0.9536307757207662,1.9969399054105164,1.8021985275224652,2.8946830121103773,1,1.748832350075801,1,0,0,0,0,0,1,0,0,0,0,0,0
77,-0.6575427035321258,1.7424298157650362,1.8163409156462293,0.23470402800894935,1,1.3244539855269548,0,1,0,0,0,0,0,1,0,0,0,0,1
43,-0.5362326291556553,1.3821815505789712,1.456308739033318,0.4247025268733371,1,0.7394184592907677,0,0,1,0,0,0,0,0,1,0,0,0,0
87,0.3291811201388895,-0.5441181906402285,-0.6788569831328753,0.4247025268733371,0,-0.4494273300167694,0,1,0,0,0,0,0,0,0,0,0,0,1
19,0.41532431423418525,-0.6571303014721108,-0.7501408747855717,0.044705529144561655,0,-0.29154648159495544,0,1,0,0,0,0,0,0,0,0,0,0,1
20,-2.4217516321998738,1.1199489577150297,2.6280987022231224,-0.33529146858421377,2,1.4124957840286667,0,0,1,0,0,0,0,0,2,0,0,0,0
134,-1.1483563674384258,1.4644828359650577,1.593681064379727,0.8046995246021125,1,1.2759173501636685,0,0,0,0,1,0,0,0,0,0,1,0,0
103,-2.0718162968765546,0.3708976950805329,0.269305075539882,-1.2852839629061523,2,0.1824821853901977,0,1,0,0,0,0,0,2,0,0,0,0,0
